id,customer_id,employee_id,order_date,delivery_date,shipped_date,shipper_id,weight,ship_name,ship_postal_code,ship_country
137,HEFZU,66,4/13/1993,5/10/1993,5/9/1993,6,69.43439027,Ricardo Adocicados,072V8,Madagascar
138,LPZCY,78,4/10/1990,5/11/1990,5/7/1990,6,3.766501734,Vins et alcools Chevalier,S8GTU,Ukraine
139,JKGTK,29,10/13/1971,11/11/1971,11/7/1971,3,21.96816908,Hungry Owl All-Night Grocers,28S53,Iraq
140,VDAGU,58,4/7/1985,4/29/1985,4/27/1985,4,20.80909475,LILA-Supermercado,T76RU9,"Korea, South"
141,BLONP,54,9/27/1985,10/5/1985,10/2/1985,1,69.59909134,HILARION-Abastos,5022,Mexico
142,UIHAP,15,5/24/1975,6/18/1975,6/14/1975,6,70.45568487,La maison d'Asie,RM7J4MXW,Iraq
143,UXKNG,3,7/22/1988,8/19/1988,8/15/1988,5,57.99321999,Spécialités du monde,02389-673,Brazil
144,UMJRM,4,12/25/1957,1/3/1958,12/31/1957,5,57.88869388,LINO-Delicateses,CQDBPJR,Poland
145,FUMLC,85,7/10/1995,7/14/1995,7/12/1995,6,76.87042443,HILARION-Abastos,XBQHS67,United States
146,VBCFJ,130,10/8/1971,10/16/1971,10/12/1971,2,62.20497644,Trail's Head Gourmet Provisioners,3C0W2,Australia
147,QERCM,23,12/20/1955,1/1/1956,12/31/1955,4,3.991139872,Ernst Handel,782WG,Austria
148,JZAGD,80,6/28/1963,7/12/1963,7/9/1963,6,12.45745953,Split Rail Beer & Ale,29919,Czech Republic
149,QGXXB,9,5/7/1951,5/12/1951,5/10/1951,3,25.24251593,LILA-Supermercado,KEBH1Q91,Italy
150,OSRRD,18,11/23/1953,12/23/1953,12/19/1953,1,37.88125126,Lehmanns Marktstand,6S3E02RV,Iran
151,YSIWT,7,7/10/1987,7/22/1987,7/21/1987,3,104.0256436,Trail's Head Gourmet Provisioners,N266K,Russia
152,WUOXF,49,11/10/1991,11/28/1991,11/24/1991,2,7.894451511,Seven Seas Imports,KQR71O,Morocco
153,ROMEY,76,4/19/1980,4/25/1980,4/21/1980,2,46.08323441,White Clover Markets,08737-363,Brazil
154,WMELD,110,11/6/1988,12/7/1988,12/5/1988,5,116.1910086,Mère Paillarde,9EQ9W,Iceland
155,MQJDK,47,7/31/1961,8/16/1961,8/12/1961,2,37.97015474,Hungry Coyote Import Store,2F365L,Turkey
156,PSBCI,17,5/15/1983,6/1/1983,5/30/1983,3,110.2489891,Island Trading,3C1Z,Chile
157,OGYNA,53,9/25/1959,10/20/1959,10/18/1959,5,34.18828665,Simons bistro,072V8,Madagascar
158,EGBIS,87,7/10/1960,7/18/1960,7/17/1960,1,36.20668542,QUICK-Stop,4Q5VAI,Estonia
159,SFBOX,67,10/24/1995,11/2/1995,10/31/1995,6,110.184889,Königlich Essen,2GJ0,Netherlands
160,WGVYU,123,1/4/1998,2/5/1998,2/2/1998,1,45.23204484,The Big Cheese,UJ3LA2I,Portugal
161,LILAS,84,9/23/1986,10/26/1986,10/22/1986,5,108.1617564,Berglunds snabbköp,95W495,Iran
162,WOLZA,17,9/2/1974,9/15/1974,9/11/1974,6,3.312123287,Mère Paillarde,Q293BT,"Korea, North"
163,ZSDFR,12,4/21/1969,4/27/1969,4/23/1969,5,30.08327467,Lehmanns Marktstand,G2627U,Central African Republic
164,HFWSJ,31,10/27/1999,11/8/1999,11/5/1999,3,54.50897924,Berglunds snabbköp,JB0K5,Saudi Arabia
165,OCEAN,42,6/23/1988,7/18/1988,7/14/1988,5,74.50418072,QUICK-Stop,7T267Q,Ireland
166,DNDCQ,28,4/23/1999,5/14/1999,5/11/1999,4,38.84937899,Ernst Handel,49Y38,Sri Lanka
167,GALED,71,2/6/1963,2/21/1963,2/19/1963,1,84.30739216,Alfred's Futterkiste,RJ4WNY3,Qatar
168,DWQQJ,1,2/22/1985,3/2/1985,3/1/1985,4,26.5612157,La maison d'Asie,30S8N,Philippines
169,NVGKN,9,12/5/1965,12/28/1965,12/24/1965,4,8.600909866,Reggiani Caseifici,8200,Denmark
170,ZSDFR,49,10/10/1994,10/25/1994,10/21/1994,6,2.464003004,Hanari Carnes,MPMPQ6QT,Saudi Arabia
171,CACTU,134,3/2/1957,3/11/1957,3/8/1957,6,99.94387335,Let's Stop N Shop,S4587,Belgium
172,FAPPR,99,12/27/1949,1/21/1950,1/17/1950,3,1.809862736,Wellington Importadora,535XIA2,Ethiopia
173,KSHQG,95,2/13/1964,2/23/1964,2/22/1964,5,93.82079165,Que Delícia,9OVAB,Canada
174,QIHQH,121,10/7/1985,10/15/1985,10/11/1985,5,85.83485306,Ernst Handel,58608G,Iran
175,FCDQX,23,11/23/1965,12/9/1965,12/7/1965,3,71.89468684,Lonesome Pine Restaurant,YSO23KQ,Poland
176,ISOPZ,97,6/10/1967,6/25/1967,6/24/1967,6,90.6603401,Drachenblut Delikatessen,3H5215,Canada
177,MYZVJ,90,2/22/1972,3/1/1972,2/29/1972,5,4.734748286,Hungry Coyote Import Store,R6P623,Iran
178,EJGQO,123,3/21/1983,4/5/1983,4/4/1983,3,126.3596724,Queen Cozinha,MYAG4,Brazil
179,PDBTL,99,4/25/1975,5/7/1975,5/3/1975,3,116.6018945,Bon app',7S02ARR,Pakistan
180,PRINI,22,4/13/1969,5/10/1969,5/6/1969,6,91.82518945,Seven Seas Imports,7F2658U,Japan
181,GODOS,31,1/22/1957,2/4/1957,2/1/1957,6,48.12054084,Save-a-lot Markets,W925ZB,Bulgaria
182,BAGHR,17,1/14/1985,2/5/1985,2/3/1985,1,50.11823028,HILARION-Abastos,IX1X6,Norway
183,QNGIN,101,6/15/1997,7/11/1997,7/7/1997,2,91.70485377,Familia Arquibaldo,6R595L,Greece
184,CHOPS,67,4/3/1990,4/25/1990,4/22/1990,6,78.87056318,Seven Seas Imports,1F11P,Bangladesh
185,MUHHR,23,1/24/1959,1/31/1959,1/28/1959,5,60.62082941,Seven Seas Imports,V855D,Bulgaria
186,DODDG,48,3/5/1976,3/18/1976,3/17/1976,4,43.32483159,Around the Horn,13008,France
187,VRFKV,134,7/20/1964,8/5/1964,8/1/1964,4,9.995948706,Old World Delicatessen,1010,Argentina
188,QUEDE,45,5/31/1990,7/1/1990,6/29/1990,5,59.99993607,Hungry Coyote Import Store,1CNV3,Ghana
189,MAISD,130,5/26/1988,6/8/1988,6/7/1988,2,94.28136981,Folk och fä HB,487XR8,Iceland
190,OYBDK,67,9/11/1989,10/3/1989,9/30/1989,3,85.66576768,Ricardo Adocicados,7DEL5,Nepal
191,OZBCP,96,6/4/1958,7/1/1958,6/30/1958,1,36.95616967,Lehmanns Marktstand,9W95B,"Korea, South"
192,RSDHJ,94,9/24/1997,10/6/1997,10/2/1997,5,77.66399169,Folies gourmandes,5N9G1WO,China
193,JDCDC,93,11/19/1952,12/14/1952,12/11/1952,1,27.07419231,Hungry Owl All-Night Grocers,RPJ40,Brazil
194,WMELD,120,12/18/1961,12/29/1961,12/26/1961,1,118.6616471,Santé Gourmet,EEB602,Vietnam
195,HEFZU,25,9/3/1992,9/24/1992,9/21/1992,2,63.26023563,Around the Horn,DNDX395,Belgium
196,ICNZF,19,2/1/1971,2/12/1971,2/8/1971,2,26.48918779,Magazzini Alimentari Riuniti,55TB08B,United Arab Emirates
197,BBHYD,26,10/12/1996,11/1/1996,10/30/1996,6,40.34592524,Maison Dewey,4110,Norway
198,NORTS,122,1/2/1989,1/30/1989,1/28/1989,2,92.48648619,HILARION-Abastos,4R3804H6,Poland
199,TDJHK,7,12/15/1954,1/14/1955,1/10/1955,5,51.01407303,LINO-Delicateses,JV9NM5M,Armenia
200,HEFZU,114,9/5/1981,10/3/1981,10/4/1981,3,25.246514,Folk och fä HB,T490R5,Dominican Republic
201,KUJKU,28,12/30/1955,1/28/1956,1/26/1956,2,61.83053699,Save-a-lot Markets,OWR1W,Greece
202,FUSIY,85,6/13/1993,6/28/1993,6/24/1993,2,27.00179272,Blondel père et fils,5D022Y,Iceland
203,NIBKK,108,8/7/1976,8/15/1976,8/13/1976,4,108.2690135,Folies gourmandes,11LH8,United Arab Emirates
204,JDWXT,110,9/7/1950,9/25/1950,9/22/1950,3,56.81931822,White Clover Markets,ZCHA1,Belarus
205,DRBVJ,79,9/11/1975,10/12/1975,10/8/1975,6,33.33052367,Queen Cozinha,557GK2,Egypt
206,EQMWU,84,8/23/1949,9/14/1949,9/11/1949,1,17.47144509,Mère Paillarde,21M5CS,Iceland
207,NORTS,104,7/6/1971,7/10/1971,7/9/1971,3,114.2793726,White Clover Markets,4A07WS,Saudi Arabia
208,HUNGC,66,9/26/1953,10/12/1953,10/10/1953,6,77.36681666,Bon app',0855Q,Australia
209,MLOHS,101,10/17/1952,11/17/1952,11/15/1952,4,85.75628174,Princesa Isabel Vinhos,21240,Finland
210,TRADH,92,8/25/1999,9/7/1999,9/5/1999,1,33.10686904,Ricardo Adocicados,4U76Q2,Mongolia
211,QQYDP,29,7/14/1987,8/10/1987,8/8/1987,2,10.21946015,Wolski Zajazd,29919,Czech Republic
212,OQTZB,97,2/20/1988,3/5/1988,3/3/1988,1,4.344646099,Princesa Isabel Vinhos,2Q1T77O,Denmark
213,MCELR,62,9/30/1977,10/26/1977,10/23/1977,4,17.65730971,Seven Seas Imports,I7406VT,United Kingdom
214,QGXXB,85,5/22/1965,6/9/1965,6/5/1965,6,83.20965229,QUICK-Stop,53HK5868,Philippines
215,MEREP,14,5/22/1958,6/8/1958,6/4/1958,3,99.95577712,Magazzini Alimentari Riuniti,2I494,Belgium
216,ICNZF,107,8/17/1969,8/27/1969,8/23/1969,5,37.71848678,QUICK-Stop,G19L2YK,Malaysia
217,ECEVF,38,4/13/1994,5/9/1994,5/6/1994,5,107.5842784,QUICK-Stop,UG525,Lithuania
218,MQWSU,60,7/26/1968,7/31/1968,7/28/1968,3,5.049250966,Ricardo Adocicados,8JX6Q,Czech Republic
219,NIGCT,39,7/31/1958,8/8/1958,8/5/1958,1,90.57658313,Princesa Isabel Vinhos,JZJT7,Netherlands
220,YFBIH,56,1/26/1977,2/8/1977,2/4/1977,1,42.04323569,Ernst Handel,4110,Norway
221,RCDQZ,104,9/21/1972,9/27/1972,9/26/1972,6,61.0129142,Trail's Head Gourmet Provisioners,387HX7,United Arab Emirates
222,VBHZJ,22,10/10/1970,11/2/1970,10/30/1970,1,139.9564557,Great Lakes Food Market,2JAT99T,Hungary
223,ECEVF,98,9/8/1966,10/4/1966,10/3/1966,5,5.523632488,Que Delícia,8447ZJD,Uzbekistan
224,MEUUX,13,2/20/1981,3/13/1981,3/11/1981,5,4.224462406,Folk och fä HB,3C1Z,Chile
225,MYUXG,103,6/15/1948,7/15/1948,7/12/1948,1,40.07098108,Save-a-lot Markets,DQB972,Greece
226,TWWIA,80,9/1/1962,9/13/1962,9/11/1962,5,71.51022546,Königlich Essen,5C187,Australia
227,UACLZ,92,4/8/1975,4/24/1975,4/21/1975,1,71.89199886,Wolski Zajazd,1BAF5,Norway
228,XDWFT,44,4/13/1997,5/16/1997,5/12/1997,2,110.1695722,Tortuga Restaurante,N219851,Italy
229,HUNGO,9,2/12/1992,3/6/1992,3/2/1992,2,36.92834763,LINO-Delicateses,5TK0V3Q0,Poland
